,ID,Utterance,Speaker,Dialogue_ID,Target
8927,TRAIN_8927,No!,Phoebe,936,sadness
8928,TRAIN_8928,Because he’s in love with the British chippy!,Phoebe,936,sadness
8929,TRAIN_8929,"Look, Rachel, if you go, you’re just gonna mess with his head and ruin his wedding!",Phoebe,936,anger
8930,TRAIN_8930,"Y’know, it’s too late!",Phoebe,936,anger
8931,TRAIN_8931,You missed you’re chance!,Phoebe,936,sadness
8932,TRAIN_8932,"I’m sorry, I know this must be really hard, it’s over.",Phoebe,936,sadness
8933,TRAIN_8933,"Y’know what? No. It’s not over until someone says, ""I do.""",Rachel,936,anger
8934,TRAIN_8934,"I do! I do! I do!  I do!  Ugh, like I can really chase you. I’m carrying a litter.",Phoebe,936,joy
8935,TRAIN_8935,So is everybody here?,Ross,937,neutral
8936,TRAIN_8936,I got here a little early myself.,Ross,937,neutral
8937,TRAIN_8937,Let us begin.,Ross,937,neutral
8938,TRAIN_8938,"Now, the hydrosaurids have been unearthed in two main locations.",Ross,937,neutral
8939,TRAIN_8939,Here.,Ross,937,neutral
8940,TRAIN_8940,Here.,Ross,937,neutral
8941,TRAIN_8941,Now as for the hydrosaurs,Ross,937,neutral
8942,TRAIN_8942,"Well, so anyway Beth, what I’m saying is I should’ve considered your feelings before I went home with you that night.",Joey,938,neutral
8943,TRAIN_8943,"I’ve ah, I’ve recently learned what’s it like to be on your side of it, and I’m sorry.",Joey,938,sadness
8944,TRAIN_8944,"So, do you think you can forgive me?",Joey,938,sadness
8945,TRAIN_8945,Great.,Joey,938,joy
8946,TRAIN_8946,Thanks.,Joey,938,joy
8947,TRAIN_8947,"Okay, bye.",Joey,938,neutral
8948,TRAIN_8948,"Hello, Jennifer?",Joey,938,neutral
8949,TRAIN_8949,"Oh hi, Mrs. Loreo, is Jennifer there?",Joey,938,surprise
8950,TRAIN_8950,"Oh, she’s not home huh?",Joey,938,surprise
8951,TRAIN_8951,"Well ah, actually I kinda need to talk to you too.",Joey,938,neutral
8952,TRAIN_8952,Hey!,Phoebe,939,anger
8953,TRAIN_8953,Hi.,Rachel,939,neutral
8954,TRAIN_8954,Are you all right?,Phoebe,939,neutral
8955,TRAIN_8955,Uhh… I think I just got engaged.,Rachel,939,fear
8956,TRAIN_8956,Oh my God! He did it?,Phoebe,939,surprise
8957,TRAIN_8957,Well…did you know he was gonna ask me?,Rachel,939,joy
8958,TRAIN_8958,Are you kidding?,Phoebe,939,surprise
8959,TRAIN_8959,I’m like the one who talked him into it.,Phoebe,939,joy
8960,TRAIN_8960,I  like to think of myself as the puppet master of the group.,Phoebe,939,sadness
8961,TRAIN_8961,And you really think this is a good idea?,Rachel,939,sadness
8962,TRAIN_8962,"I just talked him into it, don’t tell me I have to do you too.  The puppet master gets tired people.",Phoebe,939,neutral
8963,TRAIN_8963,I just don’t know! It just doesn’t feel right.,Rachel,939,sadness
8964,TRAIN_8964,"Why?! You two are so meant to be together, everybody thinks  so.",Phoebe,939,surprise
8965,TRAIN_8965,Really?! Even Ross?,Rachel,939,surprise
8966,TRAIN_8966,Especially Ross!,Phoebe,939,joy
8967,TRAIN_8967,"Oh uh, hey Pheebs. Uh y’know what? I’ll-I’ll come  back later.",Joey,939,neutral
8968,TRAIN_8968,"Wow! Kind of uh, kind of a full house here. I’ll guess just…I’ll  come back.",Ross,939,surprise
8969,TRAIN_8969,"There he goes, your fiancée.",Phoebe,939,joy
8970,TRAIN_8970,I guess so.,Rachel,939,neutral
8971,TRAIN_8971,Although he does play with himself in his sleep.,Phoebe,939,neutral
8972,TRAIN_8972,I can’t say that I’m surprised.,Rachel,939,neutral
8973,TRAIN_8973,"Oh, that is so unfortunate.",Phoebe,940,sadness
8974,TRAIN_8974,What?,Ross,940,neutral
8975,TRAIN_8975,Cute naked guy is really starting to put on weight.,Phoebe,940,joy
8976,TRAIN_8976,"Okay, I’ll be back in just a minute. Oh, Phoebe I’m sorry that I left lipstick marks on the phone.",Monica,940,neutral
8977,TRAIN_8977,You didn’t leave lipstick marks on the phone.,Phoebe,940,neutral
8978,TRAIN_8978,"Oh, then it must’ve been you. Bye.",Monica,940,neutral
8979,TRAIN_8979,Bye-bye!  That’s why I moved out.,Phoebe,940,joy
8980,TRAIN_8980,"Hey, y'know while we’re on that, when are you gonna tell my sister that you don’t live here anymore.",Ross,940,neutral
8981,TRAIN_8981,I think on some levels she already knows.,Phoebe,940,neutral
8982,TRAIN_8982,Night Mon. Night Julio.,Jeannine,941,neutral
8983,TRAIN_8983,Adiós.,Julio,941,neutral
8984,TRAIN_8984,"Look Julio, someone left their book here.",Monica,941,surprise
8985,TRAIN_8985,"Ah actually, that is mine.",Julio,941,neutral
8986,TRAIN_8986,"Oh yeah, what are you reading?",Monica,941,neutral
8987,TRAIN_8987,"Flowers of Evil, by Beaudalire. Have you read it?",Julio,941,neutral
8988,TRAIN_8988,"Have I read it?  No, are you enjoying it?",Monica,941,neutral
8989,TRAIN_8989,"I thought I would, but the translation's no good.",Julio,941,neutral
8990,TRAIN_8990,Your a poet and don't know it.,Monica,941,neutral
8991,TRAIN_8991,"Actually I ah, I am a poet.",Julio,941,neutral
8992,TRAIN_8992,"Oh, then you do know it.  So um what kind of things do you write about?",Monica,941,neutral
8993,TRAIN_8993,"Things that move me. The, the shadow of a tree, a child laughing, or this lip.",Julio,941,neutral
8994,TRAIN_8994,Mine?  Right here?,Monica,941,neutral
8995,TRAIN_8995,I can write an epic poem about this lip.,Julio,941,joy
8996,TRAIN_8996,"How would that go?  Well, it didn't rhyme, but I liked it.",Monica,941,joy
8997,TRAIN_8997,"Last stop, Montreal. This stop is Montreal.",The Conductor,942,neutral
8998,TRAIN_8998,What?,Ross,942,surprise
8999,TRAIN_8999,"I made a bet with myself that you have beautiful eyes. Now that I see them, I win.",Woman On Train,942,neutral
9000,TRAIN_9000,What?,Ross,942,surprise
9001,TRAIN_9001,We’re at my stop. But would you like to have coffee?,Woman On Train,942,neutral
9002,TRAIN_9002,Are we really in Montreal?!,Ross,942,surprise
9003,TRAIN_9003,"Yes we are. So, coffee?",Woman On Train,942,neutral
9004,TRAIN_9004,"Coffee sounds great.  Wait, so, so you live in Montreal?",Ross,942,neutral
9005,TRAIN_9005,"Oh, no. But it’s just a two hour ferry ride to Nova Scotia.",Woman On Train,942,neutral
9006,TRAIN_9006,"Okay, here’s batch 22.",Monica,943,neutral
9007,TRAIN_9007,"Oh, maybe these’ll taste a little like your grandmother’s.",Monica,943,anger
9008,TRAIN_9008,"This has a little bit of orange peel, but no nutmeg.",Monica,943,neutral
9009,TRAIN_9009,Let’s give it a shot.,Ross,943,neutral
9010,TRAIN_9010,"Oh, what was that for? Like a bake sale?",Phoebe,943,surprise
9011,TRAIN_9011,"No, just a Friday night.",Monica,943,neutral
9012,TRAIN_9012,Would she?,Phoebe,944,neutral
9013,TRAIN_9013,Would she?  You ate my candy bar!,Joey,944,anger
9014,TRAIN_9014,"Oh God, I hate my job, I hate it, I hate my job, I hate it.",Rachel,945,disgust
9015,TRAIN_9015,"I know honey, I’m sorry.",Monica,945,sadness
9016,TRAIN_9016,"Oh, I wanna quit, but then I think I should stick it out, then I think why would such a person stay in such a demeaning job, just because it’s remotely related to the field they’re interested in.",Rachel,945,sadness
9017,TRAIN_9017,"Gee, I don’t know Rach. Order up!! I got a Yentel soup, a James Beans, and a Howdy hold the Dowdy!",Monica,945,joy
9018,TRAIN_9018,"Oh honey, come on, I’m sorry, I didn’t....",Rachel,945,sadness
9019,TRAIN_9019,"I don’t mind paying my dues, y'know, its just how much am I gonna learn about fashion by walking Mira, the arthritic seamstress, to the bathroom.",Rachel,945,disgust
9020,TRAIN_9020,Hi! Is my misery amusing to you?,Rachel,945,anger
9021,TRAIN_9021,"I’m sorry, I wa, I wa, I was just ah....",Guy,945,fear
9022,TRAIN_9022,"It’s not funny, this is actually my job.",Rachel,945,anger
9023,TRAIN_9023,"Oh believe me, I-I-I’ve been there. I had to sort mannequin heads at that Mannequins Plus.",Guy,945,neutral
9024,TRAIN_9024,"Oh well then, so I’m just going to go back to talking to my friend here.",Rachel,945,joy
9025,TRAIN_9025,And you can go back to enjoying your little hamburger.,Rachel,945,joy
9026,TRAIN_9026,"Ah, just one other thing.",Guy,945,neutral
9027,TRAIN_9027,Yes?!,Rachel,945,joy
9028,TRAIN_9028,"I ah, I work at",Guy,945,neutral
9029,TRAIN_9029,Do you want my pickle?,Rachel,945,neutral
9030,TRAIN_9030,Do you think they have yesterday's daily news?,Phoebe,946,neutral
9031,TRAIN_9031,Why?,Monica,946,surprise
9032,TRAIN_9032,"Just wanna check my horoscope, see if it was right.",Phoebe,946,neutral
9033,TRAIN_9033,Oh my God.,Monica,946,surprise
9034,TRAIN_9034,Phoebe.,Monica,946,neutral
9035,TRAIN_9035,"Don't look now, but behind us is a guy who has the potential to break our hearts and plunge us into a pit of depression.",Monica,946,neutral
9036,TRAIN_9036,"Where?  Ooh, come to Momma.",Phoebe,946,joy
9037,TRAIN_9037,"He's coming. Be cool, be cool, be cool.",Monica,946,anger
9038,TRAIN_9038,We should do something. Whistle.,Phoebe,946,joy
9039,TRAIN_9039,We are not going to whistle.,Monica,946,anger
9040,TRAIN_9040,"Come on, do it.",Phoebe,946,neutral
9041,TRAIN_9041,No!,Monica,946,anger
9042,TRAIN_9042,Do it!,Phoebe,946,joy
9043,TRAIN_9043,No!,Monica,946,anger
9044,TRAIN_9044,Do it do it do it!,Phoebe,946,joy
9045,TRAIN_9045,Woo-woo!,Monica,946,joy
9046,TRAIN_9046,I can't believe you did that!,Phoebe,946,surprise
9047,TRAIN_9047,"Hi! Umm, I’m Monica Geller, I’m the chef at Alessandro’s.",Monica,947,neutral
9048,TRAIN_9048,Still?,The Food Critic,947,surprise
9049,TRAIN_9049,"I think the things that you said about me are really unfair, and I would like for you to give my bouillabaisse another chance.",Monica,947,neutral
9050,TRAIN_9050,I don’t see any reason why I would do that to myself again.,The Food Critic,947,joy
9051,TRAIN_9051,"Either eat it, or be in it.",Joey,947,anger
9052,TRAIN_9052,"Spoon?  So, what do you think?",Monica,947,joy
9053,TRAIN_9053,"I’m torn, between my integrity and my desire to avoid a beating. But I must be honest, your soap is abysmal.",The Food Critic,947,disgust
9054,TRAIN_9054,Thata girl! Huh? We should get out of here.. there’s a new class comin’ in.,Joey,947,joy
9055,TRAIN_9055,"Welcome to introduction to cooking. Now, before we start, can anyone tell me the difference between a hollandaise sauce and a bearnaise sauce?",The Cooking Teacher,947,neutral
9056,TRAIN_9056,I can.,Monica,947,neutral
9057,TRAIN_9057,"Okay, go ahead.",The Cooking Teacher,947,neutral
9058,TRAIN_9058,"Well umm, they both have a egg yolk and butter base, but a bearnaise has shallots, shirvel, and most importantly tarragon.",Monica,947,neutral
9059,TRAIN_9059,"That’s very good, what’s your name?",The Cooking Teacher,947,neutral
9060,TRAIN_9060,Monica.,Monica,947,neutral
9061,TRAIN_9061,"Monica, you go to the head of the class.",The Cooking Teacher,947,neutral
9062,TRAIN_9062,Okay.,Monica,947,joy
9063,TRAIN_9063,"And there's a country called Argentinaaaa,    it's a place I've never seeeeen.",Phoebe,948,neutral
9064,TRAIN_9064,But I'm told for fifty pesos you can buy a    human spleen.,Phoebe,948,neutral
9065,TRAIN_9065,Human spleeeen.,Phoebe,948,neutral
9066,TRAIN_9066,Olé!,Phoebe,948,joy
9067,TRAIN_9067,What are you doing here!,Monica,948,surprise
9068,TRAIN_9068,"Well, you said that you had customers lined up in the street,    so I am here to entertain!",Phoebe,948,joy
9069,TRAIN_9069,Great!,Monica,948,joy
9070,TRAIN_9070,Yeah!,Phoebe,948,joy
9071,TRAIN_9071,"It really has been great too, you know, some of this people    must have seen me play before because they were requesting a bunch of my songs!",Phoebe,948,joy
9072,TRAIN_9072,"Yeah, ""You suck"" and ""shut up and go home"".",Phoebe,948,joy
9073,TRAIN_9073,Listen Phoebe...,Monica,948,joy
9074,TRAIN_9074,Yeah.,Phoebe,948,neutral
9075,TRAIN_9075,"You know how much I love listening to your music, you know,    but...",Monica,948,neutral
9076,TRAIN_9076,But what?,Phoebe,948,neutral
9077,TRAIN_9077,This is kind of a classy place.,Monica,948,neutral
9078,TRAIN_9078,"Ok, say no more.",Phoebe,948,neutral
9079,TRAIN_9079,"I'm so bored! Stupid rain, we... we can't do anything.",Joey,949,sadness
9080,TRAIN_9080,"Well, I've brought some books. We could read.",Rachel,949,neutral
9081,TRAIN_9081,"Hey, it hasn't come to that yet.",Joey,949,joy
9082,TRAIN_9082,Hey hey hey! Don't mind if I do!,Joey,949,joy
9083,TRAIN_9083,"I'm sorry sir, these are for the pharmaceutical convention",Waiter,949,neutral
9084,TRAIN_9084,"Hey Rach, do you feel like going to a convention?",Joey,949,neutral
9085,TRAIN_9085,We can't. We're not pharmacists!,Rachel,949,sadness
9086,TRAIN_9086,"I know we're not, but  Frank Medeio and...  Eva Trorro... womba...",Joey,949,neutral
9087,TRAIN_9087,Kate Miller?,Rachel,949,neutral
9088,TRAIN_9088,Kate Miller it is.,Joey,949,neutral
9089,TRAIN_9089,And... that's the most sex I'm gonna have this weekend.,Rachel,949,joy
9090,TRAIN_9090,In that case should I make sure it's on real good?,Joey,949,neutral
9091,TRAIN_9091,Thank you.,Rachel,949,neutral
9092,TRAIN_9092,Oh my God!,Chandler,950,surprise
9093,TRAIN_9093,"We heard about your pants, I'm so sorry.",Monica,950,sadness
9094,TRAIN_9094,This year was supposed to be great!,Ross,950,anger
9095,TRAIN_9095,"But, it's only the second day and I'm a loser with stupid leather pants that don't even fit!",Ross,950,disgust
9096,TRAIN_9096,"No. No, you're not a loser.",All,950,sadness
9097,TRAIN_9097,Look at me!,Ross,950,anger
9098,TRAIN_9098,"Hey, hey, look. Look Ross, Ben drew a picture of you!  Huh? You're-you're a cowboy!",Monica,950,joy
9099,TRAIN_9099,"Oh, be-because of the leather pants.",Ross,950,sadness
9100,TRAIN_9100,"See? Ben doesn't think you're a loser, he thinks you're a cowboy! Now that's something.",Monica,950,joy
9101,TRAIN_9101,That really is something.. that's really cool.,Rachel,950,joy
9102,TRAIN_9102,Howdy partner!,Joey,950,joy
9103,TRAIN_9103,Maybe I should get another pair!,Ross,950,joy
9104,TRAIN_9104,"Ooh, y'know, they-they had some with fringe all down the sides.",Ross,950,joy
9105,TRAIN_9105,I'm gonna go kiss Ben goodnight.,Ross,950,joy
9106,TRAIN_9106,I can't believe he thinks I'm a cowboy.,Ross,950,joy
9107,TRAIN_9107,I would make a good cowboy.,Ross,950,joy
9108,TRAIN_9108,"Okay, now that everything's wrapped up here, I think I'm, I'm gonna go do my laundry.",Monica,950,neutral
9109,TRAIN_9109,"Oh yeah, me too. Y'know if this shirt is dirty.  Yep.",Chandler,950,neutral
9110,TRAIN_9110,"No you didn't. You said you would, but you never did!",Ross,951,anger
9111,TRAIN_9111,Oh yeah!,Chandler,951,surprise
9112,TRAIN_9112,Great nap.,Joey,952,neutral
9113,TRAIN_9113,It really was.,Ross,952,neutral
9114,TRAIN_9114,"Uh me? Gay? No! No. No, but I have a number of close friends who are.",Joey,952,joy
9115,TRAIN_9115,"So, let’s talk about women. I’m sure our female readers will be interested to know about your romantic life.",The Interviewer,952,neutral
9116,TRAIN_9116,"Oh-oh-oh-oh, how I do it is, I look a woman up and down and say, ""Hey, how you doin’?""",Joey,952,neutral
9117,TRAIN_9117,"Oh, please!",Phoebe,952,disgust
9118,TRAIN_9118,"Hey, how you doin’?",Joey,952,neutral
9119,TRAIN_9119,Hey Mikey,Phoebe,953,neutral
9120,TRAIN_9120,Hey P,Mike,953,neutral
9121,TRAIN_9121,What are you doing?,Phoebe,953,neutral
9122,TRAIN_9122,Setting rattraps,Mike,953,neutral
9123,TRAIN_9123,To kill Bob??,Phoebe,953,surprise
9124,TRAIN_9124,"No, no, to test his neck strength.",Mike,953,neutral
9125,TRAIN_9125,"No, Mike, I don't want to kill him!",Phoebe,953,anger
9126,TRAIN_9126,"I thought we were just gonna    capture him and, and you know, set him free in the country side where he can    maybe meet a friendly possom and a wisecracking owl.",Phoebe,953,sadness
9127,TRAIN_9127,"Ok, ok, I'll throw away the traps.",Mike,953,neutral
9128,TRAIN_9128,"I'll find Bob, I'll get him.",Phoebe,953,neutral
9129,TRAIN_9129,Bob?,Phoebe,953,fear
9130,TRAIN_9130,Bob!,Phoebe,953,sadness
9131,TRAIN_9131,Robert!,Phoebe,953,anger
9132,TRAIN_9132,"Oh wait, I think I hear him.",Phoebe,953,neutral
9133,TRAIN_9133,Oh - Oh my god!,Phoebe,953,surprise
9134,TRAIN_9134,Bob    had babies!,Phoebe,953,surprise
9135,TRAIN_9135,Bob's a mom!,Phoebe,953,surprise
9136,TRAIN_9136,Better think of a new name for him.,Mike,953,neutral
9137,TRAIN_9137,"I don't know, I kinda like Bob for a girl.",Phoebe,953,neutral
9138,TRAIN_9138,"I don't know, I mean I'm not sure  ...",Mike,953,neutral
9139,TRAIN_9139,"Oh my god, we killed Bob!",Phoebe,953,sadness
9140,TRAIN_9140,"Maybe it wasn't Bob, maybe it was a mouse.",Mike,953,neutral
9141,TRAIN_9141,Suzie,Phoebe,953,neutral
9142,TRAIN_9142,"Hmmm, soup!",Joey,954,joy
9143,TRAIN_9143,"Joey, Ross is gonna be here any second, would you mind watching Ben for me while I use the ladies' room?",Carol,954,neutral
9144,TRAIN_9144,"Oh yeah, no problem.",Joey,954,neutral
9145,TRAIN_9145,Thanks.,Carol,954,neutral
9146,TRAIN_9146,"Hi Ben! So you wanna be an actor huh? I gotta tell ya, it's no picnic. There's tons of rejection.",Joey,954,sadness
9147,TRAIN_9147,Joey!,Ross,954,surprise
9148,TRAIN_9148,What one? You wanted him to invite you to the party and he did it!,Monica,955,surprise
9149,TRAIN_9149,"Yeah, but he waited until the last minute!",Rachel,955,anger
9150,TRAIN_9150,"So if I said yes, he would know I had nothing better to do than wait around for an invitation to his stupid party.",Rachel,955,anger
9151,TRAIN_9151,"I said, ""No!""",Rachel,955,anger
9152,TRAIN_9152,Which puts,Rachel,955,neutral
9153,TRAIN_9153,Great. So the ball is in his court?,Monica,955,anger
9154,TRAIN_9154,Ball? There is no ball.,Rachel,955,anger
9155,TRAIN_9155,"Oh, hey Rach! I thought we said seven?",Danny,956,surprise
9156,TRAIN_9156,"Yeah uh, y'know what uh, let's skip it.",Rachel,956,neutral
9157,TRAIN_9157,What?! Why?!,Danny,956,surprise
9158,TRAIN_9158,"Umm, you-you and your sister seem to have umm, a very special bond, and",Rachel,956,neutral
9159,TRAIN_9159,Oh great! That,Danny,956,anger
9160,TRAIN_9160,"Do-do you, do you have brothers?",Danny,956,neutral
9161,TRAIN_9161,"No, I have two sisters. But one of them has a very masculine energy.",Rachel,956,neutral
9162,TRAIN_9162,Are you close with them?,Danny,956,neutral
9163,TRAIN_9163,"No-no, they're not very nice people.",Rachel,956,neutral
9164,TRAIN_9164,"Okay, listen, I really like you.",Danny,956,neutral
9165,TRAIN_9165,Okay?,Danny,956,neutral
9166,TRAIN_9166,I think this can go somewhere.,Danny,956,neutral
9167,TRAIN_9167,"So what if I'm close to my family, are you gonna let that stand in the way of us?",Danny,956,neutral
9168,TRAIN_9168,"Well, uh, I-I don't know. See when-when you put it that way y'know it does sort of",Rachel,956,neutral
9169,TRAIN_9169,Danny! Hurry up! The bath is getting cold!,Krista,956,neutral
9170,TRAIN_9170,What?,Danny,956,surprise
9171,TRAIN_9171,"Yeah, okay, I'll see you later.",Rachel,956,neutral
9172,TRAIN_9172,It’s over.,Ross,957,sadness
9173,TRAIN_9173,"Oh, was it awful?",Rachel,957,sadness
9174,TRAIN_9174,"Well, it was loong.",Ross,958,sadness
9175,TRAIN_9175,"I didn’t even realise how late it was, until I noticed the 5 o’clock shadow on her head.",Ross,959,neutral
9176,TRAIN_9176,"Anyway, she didn’t want to stay.",Ross,959,sadness
9177,TRAIN_9177,I called a cab. she just left.,Ross,959,neutral
9178,TRAIN_9178,I wrote you a letter.,Rachel,959,neutral
9179,TRAIN_9179,Ohh! Thank you! I like mail.,Ross,959,joy
9180,TRAIN_9180,It’s just some things I’ve been thinking about.,Rachel,959,neutral
9181,TRAIN_9181,"Some things about us, and before we can even think about the two of us getting back together, I just need to know how you feel about this stuff.",Rachel,959,neutral
9182,TRAIN_9182,"Okay.  Wow, it’s-it’s 5:30 in the morning.  So, I’d better get cracking on this baby.",Ross,959,neutral
9183,TRAIN_9183,"Well, I’ll be waiting for you, just come up when you’re done.",Rachel,959,neutral
9184,TRAIN_9184,"Okay, I’ll be up in,  18 pages. Front and back. Very exciting.",Ross,959,joy
9185,TRAIN_9185,The waiter carried the breadsticks in his pants!,Monica,960,anger
9186,TRAIN_9186,"Well, you said that we except the",Allesandro,960,neutral
9187,TRAIN_9187,"All right, that I’ll retract.",Monica,960,neutral
9188,TRAIN_9188,"But I stand by my review, I know food and that wasn’t it.",Monica,960,disgust
9189,TRAIN_9189,You’re marinara sauce tasted like tomato juice!,Monica,960,disgust
9190,TRAIN_9190,You should serve it with vodka and a piece of celery.,Monica,960,disgust
9191,TRAIN_9191,"Hey! I’m proud of that sauce, it’s delicious.",Allesandro,960,anger
9192,TRAIN_9192,Oh my God! You own an Italian restaurant and you think that tastes good?! Where are you even from?,Monica,960,surprise
9193,TRAIN_9193,Lebanon.,Allesandro,960,neutral
9194,TRAIN_9194,"Hand me those tomatoes, I’m gonna show you what it should taste like! Come on, hand me them.",Monica,960,anger
9195,TRAIN_9195,How long is this gonna take? ‘Cause I got another critic to go yell at.,Allesandro,960,neutral
9196,TRAIN_9196,"Okay, then what happened?",Phoebe,961,neutral
9197,TRAIN_9197,Ohh. Uh-huh. Uh-huh.  You'll get your turn!,Phoebe,961,anger
9198,TRAIN_9198,"Hey Pheebs, what's going on?",Ross,961,neutral
9199,TRAIN_9199,Nothing!   This is not over!,Phoebe,961,anger
9200,TRAIN_9200,No! No! No!,Ross,961,anger
9201,TRAIN_9201,What?!,Phoebe,961,surprise
9202,TRAIN_9202,"I was up all night writing this really nasty letter to Emily! It was perfect and now it's all covered in-in…  Actually, thanks!",Ross,961,sadness
9203,TRAIN_9203,All right! Everybody ready to go to the movies?,Joey,961,neutral
9204,TRAIN_9204,"Uh actually, I think I'm gonna skip it.",Ross,961,sadness
9205,TRAIN_9205,Really?,Joey,961,surprise
9206,TRAIN_9206,"Yeah, I'm gonna stay and read my book. I just wanna be alone right now.",Ross,961,sadness
9207,TRAIN_9207,"Oh. Are you sure you don't want to come? Tom Hanks, Meg Ryan, they get mail and stuff.",Joey,961,neutral
9208,TRAIN_9208,"That's okay, Joe.",Ross,961,neutral
9209,TRAIN_9209,"All right, let's go Pheebs.",Joey,961,neutral
9210,TRAIN_9210,Oh God!,Ross,961,surprise
9211,TRAIN_9211,That was amazing.,Chandler,962,joy
9212,TRAIN_9212,I know.,Monica,962,neutral
9213,TRAIN_9213,"Hey, do you realize we may have just changed our lives forever?",Monica,962,joy
9214,TRAIN_9214,We may have just started a family.,Monica,962,joy
9215,TRAIN_9215,"Nine months from now we can be here, having our own baby.",Monica,962,joy
9216,TRAIN_9216,"And if not, we got to do it on a bucket.",Chandler,962,neutral
9217,TRAIN_9217,Ross! You gotta stop! Okay?! You can’t just stare through the peep hole for three hours! You’re gonna get peep eye!,Chandler,963,anger
9218,TRAIN_9218,I knew it!,Ross,963,surprise
9219,TRAIN_9219,I knew it!,Ross,963,anger
9220,TRAIN_9220,I always knew she liked him!,Ross,963,anger
9221,TRAIN_9221,"Y'know, she’d say no, but here we are!",Ross,963,anger
9222,TRAIN_9222,Right?,Ross,963,neutral
9223,TRAIN_9223,"We just broke up, first thing she does!",Ross,963,anger
9224,TRAIN_9224,You didn’t just break up.,Chandler,963,neutral
9225,TRAIN_9225,"Hey, it’s been like three weeks!",Ross,963,anger
9226,TRAIN_9226,You slept with somebody three hours after you thought you broke up. I mean bullets have left guns slower!,Chandler,963,disgust
9227,TRAIN_9227,"Hey, so uh, y'know how there's something I wanted to talk to you about?",Ross,964,neutral
9228,TRAIN_9228,Oh yeah!,Rachel,964,joy
9229,TRAIN_9229,"Well, y'know how I'm trying to work things out with Emily.",Ross,964,joy
9230,TRAIN_9230,"Well, there's this one thing… Okay,  here goes.",Ross,964,neutral
9231,TRAIN_9231,I made a promise that--Oh hey!,Ross,964,surprise
9232,TRAIN_9232,What?,Rachel,964,neutral
9233,TRAIN_9233,You're nose is bleeding!,Ross,964,surprise
9234,TRAIN_9234,Oh God.,Rachel,964,sadness
9235,TRAIN_9235,No!,Rachel,964,sadness
9236,TRAIN_9236,Oh not again!,Rachel,964,anger
9237,TRAIN_9237,This-this happened when my grandfather died.,Rachel,964,sadness
9238,TRAIN_9238,It's ugh!,Rachel,964,disgust
9239,TRAIN_9239,Sorry.,Rachel,964,sadness
9240,TRAIN_9240,"Oh, okay, so I'm sorry, what-what were you-what did you want to tell me?",Rachel,964,neutral
9241,TRAIN_9241,Umm,Ross,964,neutral
9242,TRAIN_9242,Sorry. Sorry.,Rachel,964,sadness
9243,TRAIN_9243,"Okay, I uh, I can't see you anymore.",Ross,964,sadness
9244,TRAIN_9244,"Yeah, I know. It's ridiculous! I can't see you either.",Rachel,964,neutral
9245,TRAIN_9245,Not yet! Not yet! Not yet! Not yet! Not yet! Not yet! Not yet! Not yet!,Monica,965,fear
9246,TRAIN_9246,"Hello, Chip.",Rachel,965,neutral
9247,TRAIN_9247,"Hey, Rach! How ya doin’?",Chip,965,joy
9248,TRAIN_9248,I’m great! I’m great. I’ve got a great job at,Rachel,965,joy
9249,TRAIN_9249,"So ah, Monica ready yet?",Chip,965,neutral
9250,TRAIN_9250,"She’ll be out in a second. So, Chip, how’s umm, Amy Welch?",Rachel,965,neutral
9251,TRAIN_9251,"Amy Welch? Wow! I haven’t seen her since... So, Monica about ready?",Chip,965,surprise
9252,TRAIN_9252,"That’s right, I love you! And-and I’m gonna play with you all the time.",Ross,966,joy
9253,TRAIN_9253,How can you let him talk to your crotch like that?,Phoebe,966,surprise
9254,TRAIN_9254,He’s talking to the baby.,Rachel,966,neutral
9255,TRAIN_9255,Ohh!,Phoebe,966,surprise
9256,TRAIN_9256,Okay!,Phoebe,966,surprise
9257,TRAIN_9257,"Okay, cause when-when he said, ""I can’t wait to hear your first words,"" I thought, ""There’s a trick.""",Phoebe,966,surprise
9258,TRAIN_9258,"Okay. Well, I gotta go you guys. I’ll see you later.",Rachel,966,neutral
9259,TRAIN_9259,Okay.,Phoebe,966,neutral
9260,TRAIN_9260,"Oh my, oh my God!",Joey,967,surprise
9261,TRAIN_9261,"Aw, it’s unbelievable!",Rachel,967,surprise
9262,TRAIN_9262,Wow!,Rachel,967,surprise
9263,TRAIN_9263,She is kicking so much!,Rachel,967,surprise
9264,TRAIN_9264,"Oh, she’s like umm…oh…who’s that kind of annoying girl soccer player?",Rachel,967,joy
9265,TRAIN_9265,Mia Hamm?,Joey,967,neutral
9266,TRAIN_9266,Mia Hamm!,Rachel,967,joy
9267,TRAIN_9267,Oh that’s amazing.,Joey,967,joy
9268,TRAIN_9268,Oh-oh!! One hand on the sheet Joe!,Rachel,967,surprise
9269,TRAIN_9269,Whoa-hey-oh! Sorry!,Joey,967,surprise
9270,TRAIN_9270,"Okay, what do you guys think?",Chandler,968,neutral
9271,TRAIN_9271,Dude!,Ross,968,surprise
9272,TRAIN_9272,I have never known love like this.,Joey,968,sadness
9273,TRAIN_9273,You really like it?,Chandler,968,surprise
9274,TRAIN_9274,Dude! How-how did you write this?,Ross,968,surprise
9275,TRAIN_9275,I stole Monica’s and changed the name.,Chandler,968,neutral
9276,TRAIN_9276,You can’t,Ross,968,neutral
9277,TRAIN_9277,If he goes first he can!,Joey,968,joy
9278,TRAIN_9278,Yeah!,Ross,969,anger
